ID,A,B,C,D,r
1151,1,2,8,6,8
1152,1,2,9,1,1
1153,1,2,9,1,2
1154,1,2,9,1,3
1155,1,2,9,1,4
1156,1,2,9,1,5
1157,1,2,9,1,6
1158,1,2,9,1,7
1159,1,2,9,1,8
1160,1,2,9,2,1
1161,1,2,9,2,2
1162,1,2,9,2,3
1163,1,2,9,2,4
1164,1,2,9,2,5
1165,1,2,9,2,6
1166,1,2,9,2,7
1167,1,2,9,2,8
1168,1,2,9,3,1
1169,1,2,9,3,2
1170,1,2,9,3,3
1171,1,2,9,3,4
1172,1,2,9,3,5
1173,1,2,9,3,6
1174,1,2,9,3,7
1175,1,2,9,3,8
1176,1,2,9,4,1
1177,1,2,9,4,2
1178,1,2,9,4,3
1179,1,2,9,4,4
1180,1,2,9,4,5
1181,1,2,9,4,6
1182,1,2,9,4,7
1183,1,2,9,4,8
1184,1,2,9,5,1
1185,1,2,9,5,2
1186,1,2,9,5,3
1187,1,2,9,5,4
1188,1,2,9,5,5
1189,1,2,9,5,6
1190,1,2,9,5,7
1191,1,2,9,5,8
1192,1,2,9,6,1
1193,1,2,9,6,2
1194,1,2,9,6,3
1195,1,2,9,6,4
1196,1,2,9,6,5
1197,1,2,9,6,6
1198,1,2,9,6,7
1199,1,2,9,6,8
1200,1,2,10,1,1
1201,1,2,10,1,2
1202,1,2,10,1,3
1203,1,2,10,1,4
1204,1,2,10,1,5
1205,1,2,10,1,6
1206,1,2,10,1,7
1207,1,2,10,1,8
1208,1,2,10,2,1
1209,1,2,10,2,2
1210,1,2,10,2,3
1211,1,2,10,2,4
1212,1,2,10,2,5
1213,1,2,10,2,6
1214,1,2,10,2,7
1215,1,2,10,2,8
1216,1,2,10,3,1
1217,1,2,10,3,2
1218,1,2,10,3,3
1219,1,2,10,3,4
1220,1,2,10,3,5
1221,1,2,10,3,6
1222,1,2,10,3,7
1223,1,2,10,3,8
1224,1,2,10,4,1
1225,1,2,10,4,2
1226,1,2,10,4,3
1227,1,2,10,4,4
1228,1,2,10,4,5
1229,1,2,10,4,6
1230,1,2,10,4,7
1231,1,2,10,4,8
1232,1,2,10,5,1
1233,1,2,10,5,2
1234,1,2,10,5,3
1235,1,2,10,5,4
1236,1,2,10,5,5
1237,1,2,10,5,6
1238,1,2,10,5,7
1239,1,2,10,5,8
1240,1,2,10,6,1
1241,1,2,10,6,2
1242,1,2,10,6,3
1243,1,2,10,6,4
1244,1,2,10,6,5
1245,1,2,10,6,6
1246,1,2,10,6,7
1247,1,2,10,6,8
1248,1,2,11,1,1
1249,1,2,11,1,2
1250,1,2,11,1,3
1251,1,2,11,1,4
1252,1,2,11,1,5
1253,1,2,11,1,6
1254,1,2,11,1,7
1255,1,2,11,1,8
1256,1,2,11,2,1
1257,1,2,11,2,2
1258,1,2,11,2,3
1259,1,2,11,2,4
1260,1,2,11,2,5
1261,1,2,11,2,6
1262,1,2,11,2,7
1263,1,2,11,2,8
1264,1,2,11,3,1
1265,1,2,11,3,2
1266,1,2,11,3,3
1267,1,2,11,3,4
1268,1,2,11,3,5
1269,1,2,11,3,6
1270,1,2,11,3,7
1271,1,2,11,3,8
1272,1,2,11,4,1
1273,1,2,11,4,2
1274,1,2,11,4,3
1275,1,2,11,4,4
1276,1,2,11,4,5
1277,1,2,11,4,6
1278,1,2,11,4,7
1279,1,2,11,4,8
1280,1,2,11,5,1
1281,1,2,11,5,2
1282,1,2,11,5,3
1283,1,2,11,5,4
1284,1,2,11,5,5
1285,1,2,11,5,6
1286,1,2,11,5,7
1287,1,2,11,5,8
1288,1,2,11,6,1
1289,1,2,11,6,2
1290,1,2,11,6,3
1291,1,2,11,6,4
1292,1,2,11,6,5
1293,1,2,11,6,6
1294,1,2,11,6,7
1295,1,2,11,6,8
1296,1,2,12,1,1
1297,1,2,12,1,2
1298,1,2,12,1,3
1299,1,2,12,1,4
1300,1,2,12,1,5
1301,1,2,12,1,6
1302,1,2,12,1,7
1303,1,2,12,1,8
1304,1,2,12,2,1
1305,1,2,12,2,2
1306,1,2,12,2,3
1307,1,2,12,2,4
1308,1,2,12,2,5
1309,1,2,12,2,6
1310,1,2,12,2,7
1311,1,2,12,2,8
1312,1,2,12,3,1
1313,1,2,12,3,2
1314,1,2,12,3,3
1315,1,2,12,3,4
1316,1,2,12,3,5
1317,1,2,12,3,6
1318,1,2,12,3,7
1319,1,2,12,3,8
1320,1,2,12,4,1
1321,1,2,12,4,2
1322,1,2,12,4,3
1323,1,2,12,4,4
1324,1,2,12,4,5
1325,1,2,12,4,6
1326,1,2,12,4,7
1327,1,2,12,4,8
1328,1,2,12,5,1
1329,1,2,12,5,2
1330,1,2,12,5,3
1331,1,2,12,5,4
1332,1,2,12,5,5
1333,1,2,12,5,6
1334,1,2,12,5,7
1335,1,2,12,5,8
1336,1,2,12,6,1
1337,1,2,12,6,2
1338,1,2,12,6,3
1339,1,2,12,6,4
1340,1,2,12,6,5
1341,1,2,12,6,6
1342,1,2,12,6,7
1343,1,2,12,6,8
1344,1,2,13,1,1
1345,1,2,13,1,2
1346,1,2,13,1,3
1347,1,2,13,1,4
1348,1,2,13,1,5
1349,1,2,13,1,6
1350,1,2,13,1,7
1351,1,2,13,1,8
1352,1,2,13,2,1
1353,1,2,13,2,2
1354,1,2,13,2,3
1355,1,2,13,2,4
1356,1,2,13,2,5
1357,1,2,13,2,6
1358,1,2,13,2,7
1359,1,2,13,2,8
1360,1,2,13,3,1
1361,1,2,13,3,2
1362,1,2,13,3,3
1363,1,2,13,3,4
1364,1,2,13,3,5
1365,1,2,13,3,6
1366,1,2,13,3,7
1367,1,2,13,3,8
1368,1,2,13,4,1
1369,1,2,13,4,2
1370,1,2,13,4,3
1371,1,2,13,4,4
1372,1,2,13,4,5
1373,1,2,13,4,6
1374,1,2,13,4,7
1375,1,2,13,4,8
1376,1,2,13,5,1
1377,1,2,13,5,2
1378,1,2,13,5,3
1379,1,2,13,5,4
1380,1,2,13,5,5
1381,1,2,13,5,6
1382,1,2,13,5,7
1383,1,2,13,5,8
1384,1,2,13,6,1
1385,1,2,13,6,2
1386,1,2,13,6,3
1387,1,2,13,6,4
1388,1,2,13,6,5
1389,1,2,13,6,6
1390,1,2,13,6,7
1391,1,2,13,6,8
1392,1,2,14,1,1
1393,1,2,14,1,2
1394,1,2,14,1,3
1395,1,2,14,1,4
1396,1,2,14,1,5
1397,1,2,14,1,6
1398,1,2,14,1,7
1399,1,2,14,1,8
1400,1,2,14,2,1
1401,1,2,14,2,2
1402,1,2,14,2,3
1403,1,2,14,2,4
1404,1,2,14,2,5
1405,1,2,14,2,6
1406,1,2,14,2,7
1407,1,2,14,2,8
1408,1,2,14,3,1
1409,1,2,14,3,2
1410,1,2,14,3,3
1411,1,2,14,3,4
1412,1,2,14,3,5
1413,1,2,14,3,6
1414,1,2,14,3,7
1415,1,2,14,3,8
1416,1,2,14,4,1
1417,1,2,14,4,2
1418,1,2,14,4,3
1419,1,2,14,4,4
1420,1,2,14,4,5
1421,1,2,14,4,6
1422,1,2,14,4,7
1423,1,2,14,4,8
1424,1,2,14,5,1
1425,1,2,14,5,2
1426,1,2,14,5,3
1427,1,2,14,5,4
1428,1,2,14,5,5
1429,1,2,14,5,6
1430,1,2,14,5,7
1431,1,2,14,5,8
1432,1,2,14,6,1
1433,1,2,14,6,2
1434,1,2,14,6,3
1435,1,2,14,6,4
1436,1,2,14,6,5
1437,1,2,14,6,6
1438,1,2,14,6,7
1439,1,2,14,6,8
1440,1,2,15,1,1
1441,1,2,15,1,2
1442,1,2,15,1,3
1443,1,2,15,1,4
1444,1,2,15,1,5
1445,1,2,15,1,6
1446,1,2,15,1,7
1447,1,2,15,1,8
1448,1,2,15,2,1
1449,1,2,15,2,2
1450,1,2,15,2,3
1451,1,2,15,2,4
1452,1,2,15,2,5
1453,1,2,15,2,6
1454,1,2,15,2,7
1455,1,2,15,2,8
1456,1,2,15,3,1
1457,1,2,15,3,2
1458,1,2,15,3,3
1459,1,2,15,3,4
1460,1,2,15,3,5
1461,1,2,15,3,6
1462,1,2,15,3,7
1463,1,2,15,3,8
1464,1,2,15,4,1
1465,1,2,15,4,2
1466,1,2,15,4,3
1467,1,2,15,4,4
1468,1,2,15,4,5
1469,1,2,15,4,6
1470,1,2,15,4,7
1471,1,2,15,4,8
1472,1,2,15,5,1
1473,1,2,15,5,2
1474,1,2,15,5,3
1475,1,2,15,5,4
1476,1,2,15,5,5
1477,1,2,15,5,6
1478,1,2,15,5,7
1479,1,2,15,5,8
1480,1,2,15,6,1
1481,1,2,15,6,2
1482,1,2,15,6,3
1483,1,2,15,6,4
1484,1,2,15,6,5
1485,1,2,15,6,6
1486,1,2,15,6,7
1487,1,2,15,6,8
1488,1,2,16,1,1
1489,1,2,16,1,2
1490,1,2,16,1,3
1491,1,2,16,1,4
1492,1,2,16,1,5
1493,1,2,16,1,6
1494,1,2,16,1,7
1495,1,2,16,1,8
1496,1,2,16,2,1
1497,1,2,16,2,2
1498,1,2,16,2,3
1499,1,2,16,2,4
1500,1,2,16,2,5
1501,1,2,16,2,6
1502,1,2,16,2,7
1503,1,2,16,2,8
1504,1,2,16,3,1
1505,1,2,16,3,2
1506,1,2,16,3,3
1507,1,2,16,3,4
1508,1,2,16,3,5
1509,1,2,16,3,6
1510,1,2,16,3,7
1511,1,2,16,3,8
1512,1,2,16,4,1
1513,1,2,16,4,2
1514,1,2,16,4,3
1515,1,2,16,4,4
1516,1,2,16,4,5
1517,1,2,16,4,6
1518,1,2,16,4,7
1519,1,2,16,4,8
1520,1,2,16,5,1
1521,1,2,16,5,2
1522,1,2,16,5,3
1523,1,2,16,5,4
1524,1,2,16,5,5
1525,1,2,16,5,6
1526,1,2,16,5,7
1527,1,2,16,5,8
1528,1,2,16,6,1
1529,1,2,16,6,2
1530,1,2,16,6,3
1531,1,2,16,6,4
1532,1,2,16,6,5
1533,1,2,16,6,6
1534,1,2,16,6,7
1535,1,2,16,6,8
1536,1,3,1,1,1
1537,1,3,1,1,2
1538,1,3,1,1,3
1539,1,3,1,1,4
1540,1,3,1,1,5
1541,1,3,1,1,6
1542,1,3,1,1,7
1543,1,3,1,1,8
1544,1,3,1,2,1
1545,1,3,1,2,2
1546,1,3,1,2,3
1547,1,3,1,2,4
1548,1,3,1,2,5
1549,1,3,1,2,6
1550,1,3,1,2,7
1551,1,3,1,2,8
1552,1,3,1,3,1
1553,1,3,1,3,2
1554,1,3,1,3,3
1555,1,3,1,3,4
1556,1,3,1,3,5
1557,1,3,1,3,6
1558,1,3,1,3,7
1559,1,3,1,3,8
1560,1,3,1,4,1
1561,1,3,1,4,2
1562,1,3,1,4,3
1563,1,3,1,4,4
1564,1,3,1,4,5
1565,1,3,1,4,6
1566,1,3,1,4,7
1567,1,3,1,4,8
1568,1,3,1,5,1
1569,1,3,1,5,2
1570,1,3,1,5,3
1571,1,3,1,5,4
1572,1,3,1,5,5
1573,1,3,1,5,6
1574,1,3,1,5,7
1575,1,3,1,5,8
1576,1,3,1,6,1
1577,1,3,1,6,2
1578,1,3,1,6,3
1579,1,3,1,6,4
1580,1,3,1,6,5
1581,1,3,1,6,6
1582,1,3,1,6,7
1583,1,3,1,6,8
1584,1,3,2,1,1
1585,1,3,2,1,2
1586,1,3,2,1,3
1587,1,3,2,1,4
1588,1,3,2,1,5
1589,1,3,2,1,6
1590,1,3,2,1,7
1591,1,3,2,1,8
1592,1,3,2,2,1
1593,1,3,2,2,2
1594,1,3,2,2,3
1595,1,3,2,2,4
1596,1,3,2,2,5
1597,1,3,2,2,6
1598,1,3,2,2,7
1599,1,3,2,2,8
1600,1,3,2,3,1
1601,1,3,2,3,2
1602,1,3,2,3,3
1603,1,3,2,3,4
1604,1,3,2,3,5
1605,1,3,2,3,6
1606,1,3,2,3,7
1607,1,3,2,3,8
1608,1,3,2,4,1
1609,1,3,2,4,2
1610,1,3,2,4,3
1611,1,3,2,4,4
1612,1,3,2,4,5
1613,1,3,2,4,6
1614,1,3,2,4,7
1615,1,3,2,4,8
1616,1,3,2,5,1
1617,1,3,2,5,2
1618,1,3,2,5,3
1619,1,3,2,5,4
1620,1,3,2,5,5
1621,1,3,2,5,6
1622,1,3,2,5,7
1623,1,3,2,5,8
1624,1,3,2,6,1
1625,1,3,2,6,2
1626,1,3,2,6,3
1627,1,3,2,6,4
1628,1,3,2,6,5
1629,1,3,2,6,6
1630,1,3,2,6,7
1631,1,3,2,6,8
1632,1,3,3,1,1
1633,1,3,3,1,2
1634,1,3,3,1,3
1635,1,3,3,1,4
1636,1,3,3,1,5
1637,1,3,3,1,6
1638,1,3,3,1,7
1639,1,3,3,1,8
1640,1,3,3,2,1
1641,1,3,3,2,2
1642,1,3,3,2,3
1643,1,3,3,2,4
1644,1,3,3,2,5
1645,1,3,3,2,6
1646,1,3,3,2,7
1647,1,3,3,2,8
1648,1,3,3,3,1
1649,1,3,3,3,2
1650,1,3,3,3,3
1651,1,3,3,3,4
1652,1,3,3,3,5
1653,1,3,3,3,6
1654,1,3,3,3,7
1655,1,3,3,3,8
1656,1,3,3,4,1
1657,1,3,3,4,2
1658,1,3,3,4,3
1659,1,3,3,4,4
1660,1,3,3,4,5
1661,1,3,3,4,6
1662,1,3,3,4,7
1663,1,3,3,4,8
1664,1,3,3,5,1
1665,1,3,3,5,2
1666,1,3,3,5,3
1667,1,3,3,5,4
1668,1,3,3,5,5
1669,1,3,3,5,6
1670,1,3,3,5,7
1671,1,3,3,5,8
1672,1,3,3,6,1
1673,1,3,3,6,2
1674,1,3,3,6,3
1675,1,3,3,6,4
1676,1,3,3,6,5
1677,1,3,3,6,6
1678,1,3,3,6,7
1679,1,3,3,6,8
1680,1,3,4,1,1
1681,1,3,4,1,2
1682,1,3,4,1,3
1683,1,3,4,1,4
1684,1,3,4,1,5
1685,1,3,4,1,6
1686,1,3,4,1,7
1687,1,3,4,1,8
1688,1,3,4,2,1
1689,1,3,4,2,2
1690,1,3,4,2,3
1691,1,3,4,2,4
1692,1,3,4,2,5
1693,1,3,4,2,6
1694,1,3,4,2,7
1695,1,3,4,2,8
1696,1,3,4,3,1
1697,1,3,4,3,2
1698,1,3,4,3,3
1699,1,3,4,3,4
1700,1,3,4,3,5
1701,1,3,4,3,6
1702,1,3,4,3,7
1703,1,3,4,3,8
1704,1,3,4,4,1
1705,1,3,4,4,2
1706,1,3,4,4,3
1707,1,3,4,4,4
1708,1,3,4,4,5
1709,1,3,4,4,6
1710,1,3,4,4,7
1711,1,3,4,4,8
1712,1,3,4,5,1
1713,1,3,4,5,2
1714,1,3,4,5,3
1715,1,3,4,5,4
1716,1,3,4,5,5
1717,1,3,4,5,6
1718,1,3,4,5,7
1719,1,3,4,5,8
1720,1,3,4,6,1
1721,1,3,4,6,2
1722,1,3,4,6,3
1723,1,3,4,6,4
1724,1,3,4,6,5
1725,1,3,4,6,6
1726,1,3,4,6,7
1727,1,3,4,6,8
1728,1,3,5,1,1
1729,1,3,5,1,2
1730,1,3,5,1,3
1731,1,3,5,1,4
1732,1,3,5,1,5
1733,1,3,5,1,6
1734,1,3,5,1,7
1735,1,3,5,1,8
1736,1,3,5,2,1
1737,1,3,5,2,2
1738,1,3,5,2,3
1739,1,3,5,2,4
1740,1,3,5,2,5
1741,1,3,5,2,6
1742,1,3,5,2,7
1743,1,3,5,2,8
1744,1,3,5,3,1
1745,1,3,5,3,2
1746,1,3,5,3,3
1747,1,3,5,3,4
1748,1,3,5,3,5
1749,1,3,5,3,6
1750,1,3,5,3,7
1751,1,3,5,3,8
1752,1,3,5,4,1
1753,1,3,5,4,2
1754,1,3,5,4,3
1755,1,3,5,4,4
1756,1,3,5,4,5
1757,1,3,5,4,6
1758,1,3,5,4,7
1759,1,3,5,4,8
1760,1,3,5,5,1
1761,1,3,5,5,2
1762,1,3,5,5,3
1763,1,3,5,5,4
1764,1,3,5,5,5
1765,1,3,5,5,6
1766,1,3,5,5,7
1767,1,3,5,5,8
1768,1,3,5,6,1
1769,1,3,5,6,2
1770,1,3,5,6,3
1771,1,3,5,6,4
1772,1,3,5,6,5
1773,1,3,5,6,6
1774,1,3,5,6,7
1775,1,3,5,6,8
1776,1,3,6,1,1
1777,1,3,6,1,2
1778,1,3,6,1,3
1779,1,3,6,1,4
1780,1,3,6,1,5
1781,1,3,6,1,6
1782,1,3,6,1,7
1783,1,3,6,1,8
1784,1,3,6,2,1
1785,1,3,6,2,2
1786,1,3,6,2,3
1787,1,3,6,2,4
1788,1,3,6,2,5
1789,1,3,6,2,6
1790,1,3,6,2,7
1791,1,3,6,2,8
1792,1,3,6,3,1
1793,1,3,6,3,2
1794,1,3,6,3,3
1795,1,3,6,3,4
1796,1,3,6,3,5
1797,1,3,6,3,6
1798,1,3,6,3,7
1799,1,3,6,3,8
1800,1,3,6,4,1
1801,1,3,6,4,2
1802,1,3,6,4,3
1803,1,3,6,4,4
1804,1,3,6,4,5
1805,1,3,6,4,6
1806,1,3,6,4,7
1807,1,3,6,4,8
1808,1,3,6,5,1
1809,1,3,6,5,2
1810,1,3,6,5,3
1811,1,3,6,5,4
1812,1,3,6,5,5
1813,1,3,6,5,6
1814,1,3,6,5,7
1815,1,3,6,5,8
1816,1,3,6,6,1
1817,1,3,6,6,2
1818,1,3,6,6,3
1819,1,3,6,6,4
1820,1,3,6,6,5
1821,1,3,6,6,6
1822,1,3,6,6,7
1823,1,3,6,6,8
1824,1,3,7,1,1
1825,1,3,7,1,2
1826,1,3,7,1,3
1827,1,3,7,1,4
1828,1,3,7,1,5
1829,1,3,7,1,6
1830,1,3,7,1,7
1831,1,3,7,1,8
1832,1,3,7,2,1
1833,1,3,7,2,2
1834,1,3,7,2,3
1835,1,3,7,2,4
1836,1,3,7,2,5
1837,1,3,7,2,6
1838,1,3,7,2,7
1839,1,3,7,2,8
1840,1,3,7,3,1
1841,1,3,7,3,2
1842,1,3,7,3,3
1843,1,3,7,3,4
1844,1,3,7,3,5
1845,1,3,7,3,6
1846,1,3,7,3,7
1847,1,3,7,3,8
1848,1,3,7,4,1
1849,1,3,7,4,2
1850,1,3,7,4,3
1851,1,3,7,4,4
1852,1,3,7,4,5
1853,1,3,7,4,6
1854,1,3,7,4,7
1855,1,3,7,4,8
1856,1,3,7,5,1
1857,1,3,7,5,2
1858,1,3,7,5,3
1859,1,3,7,5,4
1860,1,3,7,5,5
1861,1,3,7,5,6
1862,1,3,7,5,7
1863,1,3,7,5,8
1864,1,3,7,6,1
1865,1,3,7,6,2
1866,1,3,7,6,3
1867,1,3,7,6,4
1868,1,3,7,6,5
1869,1,3,7,6,6
1870,1,3,7,6,7
1871,1,3,7,6,8
1872,1,3,8,1,1
1873,1,3,8,1,2
1874,1,3,8,1,3
1875,1,3,8,1,4
1876,1,3,8,1,5
1877,1,3,8,1,6
1878,1,3,8,1,7
1879,1,3,8,1,8
1880,1,3,8,2,1
1881,1,3,8,2,2
1882,1,3,8,2,3
1883,1,3,8,2,4
1884,1,3,8,2,5
1885,1,3,8,2,6
1886,1,3,8,2,7
1887,1,3,8,2,8
1888,1,3,8,3,1
1889,1,3,8,3,2
1890,1,3,8,3,3
1891,1,3,8,3,4
1892,1,3,8,3,5
1893,1,3,8,3,6
1894,1,3,8,3,7
1895,1,3,8,3,8
1896,1,3,8,4,1
1897,1,3,8,4,2
1898,1,3,8,4,3
1899,1,3,8,4,4
1900,1,3,8,4,5
1901,1,3,8,4,6
1902,1,3,8,4,7
1903,1,3,8,4,8
1904,1,3,8,5,1
1905,1,3,8,5,2
1906,1,3,8,5,3
1907,1,3,8,5,4
1908,1,3,8,5,5
1909,1,3,8,5,6
1910,1,3,8,5,7
1911,1,3,8,5,8
1912,1,3,8,6,1
1913,1,3,8,6,2
1914,1,3,8,6,3
1915,1,3,8,6,4
1916,1,3,8,6,5
1917,1,3,8,6,6
1918,1,3,8,6,7
1919,1,3,8,6,8
1920,1,3,9,1,1
1921,1,3,9,1,2
1922,1,3,9,1,3
1923,1,3,9,1,4
1924,1,3,9,1,5
1925,1,3,9,1,6
1926,1,3,9,1,7
1927,1,3,9,1,8
1928,1,3,9,2,1
1929,1,3,9,2,2
1930,1,3,9,2,3
1931,1,3,9,2,4
1932,1,3,9,2,5
1933,1,3,9,2,6
1934,1,3,9,2,7
1935,1,3,9,2,8
1936,1,3,9,3,1
1937,1,3,9,3,2
1938,1,3,9,3,3
1939,1,3,9,3,4
1940,1,3,9,3,5
1941,1,3,9,3,6
1942,1,3,9,3,7
1943,1,3,9,3,8
1944,1,3,9,4,1
1945,1,3,9,4,2
1946,1,3,9,4,3
1947,1,3,9,4,4
1948,1,3,9,4,5
1949,1,3,9,4,6
1950,1,3,9,4,7
1951,1,3,9,4,8
1952,1,3,9,5,1
1953,1,3,9,5,2
1954,1,3,9,5,3
1955,1,3,9,5,4
1956,1,3,9,5,5
1957,1,3,9,5,6
1958,1,3,9,5,7
1959,1,3,9,5,8
1960,1,3,9,6,1
1961,1,3,9,6,2
1962,1,3,9,6,3
1963,1,3,9,6,4
1964,1,3,9,6,5
1965,1,3,9,6,6
1966,1,3,9,6,7
1967,1,3,9,6,8
1968,1,3,10,1,1
1969,1,3,10,1,2
1970,1,3,10,1,3
1971,1,3,10,1,4
1972,1,3,10,1,5
1973,1,3,10,1,6
1974,1,3,10,1,7
1975,1,3,10,1,8
1976,1,3,10,2,1
1977,1,3,10,2,2
1978,1,3,10,2,3
1979,1,3,10,2,4
1980,1,3,10,2,5
1981,1,3,10,2,6
1982,1,3,10,2,7
1983,1,3,10,2,8
1984,1,3,10,3,1
1985,1,3,10,3,2
1986,1,3,10,3,3
1987,1,3,10,3,4
1988,1,3,10,3,5
1989,1,3,10,3,6
1990,1,3,10,3,7
1991,1,3,10,3,8
1992,1,3,10,4,1
1993,1,3,10,4,2
1994,1,3,10,4,3
1995,1,3,10,4,4
1996,1,3,10,4,5
1997,1,3,10,4,6
1998,1,3,10,4,7
1999,1,3,10,4,8
2000,1,3,10,5,1
2001,1,3,10,5,2
2002,1,3,10,5,3
2003,1,3,10,5,4
2004,1,3,10,5,5
2005,1,3,10,5,6
2006,1,3,10,5,7
2007,1,3,10,5,8
2008,1,3,10,6,1
2009,1,3,10,6,2
2010,1,3,10,6,3
2011,1,3,10,6,4
2012,1,3,10,6,5
2013,1,3,10,6,6
2014,1,3,10,6,7
2015,1,3,10,6,8
2016,1,3,11,1,1
2017,1,3,11,1,2
2018,1,3,11,1,3
2019,1,3,11,1,4
2020,1,3,11,1,5
2021,1,3,11,1,6
2022,1,3,11,1,7
2023,1,3,11,1,8
2024,1,3,11,2,1
2025,1,3,11,2,2
2026,1,3,11,2,3
2027,1,3,11,2,4
2028,1,3,11,2,5
2029,1,3,11,2,6
2030,1,3,11,2,7
2031,1,3,11,2,8
2032,1,3,11,3,1
2033,1,3,11,3,2
2034,1,3,11,3,3
2035,1,3,11,3,4
2036,1,3,11,3,5
2037,1,3,11,3,6
2038,1,3,11,3,7
2039,1,3,11,3,8
2040,1,3,11,4,1
2041,1,3,11,4,2
2042,1,3,11,4,3
2043,1,3,11,4,4
2044,1,3,11,4,5
2045,1,3,11,4,6
2046,1,3,11,4,7
2047,1,3,11,4,8
2048,1,3,11,5,1
2049,1,3,11,5,2
2050,1,3,11,5,3
2051,1,3,11,5,4
2052,1,3,11,5,5
2053,1,3,11,5,6
2054,1,3,11,5,7
2055,1,3,11,5,8
2056,1,3,11,6,1
2057,1,3,11,6,2
2058,1,3,11,6,3
2059,1,3,11,6,4
2060,1,3,11,6,5
2061,1,3,11,6,6
2062,1,3,11,6,7
2063,1,3,11,6,8
2064,1,3,12,1,1
2065,1,3,12,1,2
2066,1,3,12,1,3
2067,1,3,12,1,4
2068,1,3,12,1,5
2069,1,3,12,1,6
2070,1,3,12,1,7
2071,1,3,12,1,8
2072,1,3,12,2,1
2073,1,3,12,2,2
2074,1,3,12,2,3
2075,1,3,12,2,4
2076,1,3,12,2,5
2077,1,3,12,2,6
2078,1,3,12,2,7
2079,1,3,12,2,8
2080,1,3,12,3,1
2081,1,3,12,3,2
2082,1,3,12,3,3
2083,1,3,12,3,4
2084,1,3,12,3,5
2085,1,3,12,3,6
2086,1,3,12,3,7
2087,1,3,12,3,8
2088,1,3,12,4,1
2089,1,3,12,4,2
2090,1,3,12,4,3
2091,1,3,12,4,4
2092,1,3,12,4,5
2093,1,3,12,4,6
2094,1,3,12,4,7
2095,1,3,12,4,8
2096,1,3,12,5,1
2097,1,3,12,5,2
2098,1,3,12,5,3
2099,1,3,12,5,4
2100,1,3,12,5,5
2101,1,3,12,5,6
2102,1,3,12,5,7
2103,1,3,12,5,8
2104,1,3,12,6,1
2105,1,3,12,6,2
2106,1,3,12,6,3
2107,1,3,12,6,4
2108,1,3,12,6,5
2109,1,3,12,6,6
2110,1,3,12,6,7
2111,1,3,12,6,8
2112,1,3,13,1,1
2113,1,3,13,1,2
2114,1,3,13,1,3
2115,1,3,13,1,4
2116,1,3,13,1,5
2117,1,3,13,1,6
2118,1,3,13,1,7
2119,1,3,13,1,8
2120,1,3,13,2,1
2121,1,3,13,2,2
2122,1,3,13,2,3
2123,1,3,13,2,4
2124,1,3,13,2,5
2125,1,3,13,2,6
2126,1,3,13,2,7
2127,1,3,13,2,8
2128,1,3,13,3,1
2129,1,3,13,3,2
2130,1,3,13,3,3
2131,1,3,13,3,4
2132,1,3,13,3,5
2133,1,3,13,3,6
2134,1,3,13,3,7
2135,1,3,13,3,8
2136,1,3,13,4,1
2137,1,3,13,4,2
2138,1,3,13,4,3
2139,1,3,13,4,4
2140,1,3,13,4,5
2141,1,3,13,4,6
2142,1,3,13,4,7
2143,1,3,13,4,8
2144,1,3,13,5,1
2145,1,3,13,5,2
2146,1,3,13,5,3
2147,1,3,13,5,4
2148,1,3,13,5,5
2149,1,3,13,5,6
2150,1,3,13,5,7
2151,1,3,13,5,8
2152,1,3,13,6,1
2153,1,3,13,6,2
2154,1,3,13,6,3
2155,1,3,13,6,4
2156,1,3,13,6,5
2157,1,3,13,6,6
2158,1,3,13,6,7
2159,1,3,13,6,8
2160,1,3,14,1,1
2161,1,3,14,1,2
2162,1,3,14,1,3
2163,1,3,14,1,4
2164,1,3,14,1,5
2165,1,3,14,1,6
2166,1,3,14,1,7
2167,1,3,14,1,8
2168,1,3,14,2,1
2169,1,3,14,2,2
2170,1,3,14,2,3
2171,1,3,14,2,4
2172,1,3,14,2,5
2173,1,3,14,2,6
2174,1,3,14,2,7
2175,1,3,14,2,8
2176,1,3,14,3,1
2177,1,3,14,3,2
2178,1,3,14,3,3
2179,1,3,14,3,4
2180,1,3,14,3,5
2181,1,3,14,3,6
2182,1,3,14,3,7
2183,1,3,14,3,8
2184,1,3,14,4,1
2185,1,3,14,4,2
2186,1,3,14,4,3
2187,1,3,14,4,4
2188,1,3,14,4,5
2189,1,3,14,4,6
2190,1,3,14,4,7
2191,1,3,14,4,8
2192,1,3,14,5,1
2193,1,3,14,5,2
2194,1,3,14,5,3
2195,1,3,14,5,4
2196,1,3,14,5,5
2197,1,3,14,5,6
2198,1,3,14,5,7
2199,1,3,14,5,8
2200,1,3,14,6,1
2201,1,3,14,6,2
2202,1,3,14,6,3
2203,1,3,14,6,4
2204,1,3,14,6,5
2205,1,3,14,6,6
2206,1,3,14,6,7
2207,1,3,14,6,8
2208,1,3,15,1,1
2209,1,3,15,1,2
2210,1,3,15,1,3
2211,1,3,15,1,4
2212,1,3,15,1,5
2213,1,3,15,1,6
2214,1,3,15,1,7
2215,1,3,15,1,8
2216,1,3,15,2,1
2217,1,3,15,2,2
2218,1,3,15,2,3
2219,1,3,15,2,4
2220,1,3,15,2,5
2221,1,3,15,2,6
2222,1,3,15,2,7
2223,1,3,15,2,8
2224,1,3,15,3,1
2225,1,3,15,3,2
